회원번호,조합원상태,주소,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member
1041319936,정상회원,수지구-풍덕천동,여,45,신청,수신,normal
1041633600,정상회원,수지구-풍덕천동,여,41,미신청,.,normal
1041722688,정상회원,수지구-신봉동,여,38,미신청,수신,normal
1041770944,정상회원,수지구-풍덕천동,여,50,미신청,.,normal
1041837760,정상회원,기타-기타,여,37,미신청,수신,normal
1041843328,정상회원,기타-기타,남,67,미신청,.,normal
1041917568,정상회원,분당구-정자동,남,39,미신청,.,normal
1041958400,정상회원,수지구-상현동,여,47,신청,.,normal
1042366720,정상회원,수지구-풍덕천동,여,42,미신청,.,normal
1042452096,정상회원,수지구-풍덕천동,여,44,미신청,.,normal
1042752768,정상회원,수지구-동천동,여,53,미신청,.,normal
1042767616,정상회원,수지구-동천동,여,48,미신청,수신,normal
1042869696,정상회원,수지구-신봉동,여,40,미신청,수신,normal
1043070144,정상회원,수지구-상현동,여,40,신청,.,normal
1043079424,정상회원,수지구-동천동,여,40,미신청,수신,normal
104353600,정상회원,수지구-상현동,남,69,미신청,.,normal
104355456,정상회원,수지구-신봉동,여,48,미신청,.,normal
1043565696,정상회원,기흥구-보정동,여,51,미신청,.,normal
1043571264,정상회원,수지구-신봉동,여,41,미신청,.,normal
1043647360,정상회원,기타-기타,여,45,미신청,.,normal
1043766144,정상회원,수지구-풍덕천동,여,44,미신청,.,normal
1043857088,정상회원,기타-기타,여,57,미신청,.,normal
1043914624,정상회원,수지구-풍덕천동,여,57,미신청,.,normal
1044241280,정상회원,수지구-동천동,여,42,미신청,.,normal
1044365632,정상회원,수지구-풍덕천동,여,46,미신청,.,normal
1044441728,정상회원,수원 장안구-기타,여,44,미신청,.,normal
1044606912,정상회원,수지구-풍덕천동,여,42,미신청,.,normal
1044681152,정상회원,기타-기타,여,48,미신청,.,normal
1044818496,정상회원,기타-기타,여,75,미신청,.,normal
1044846336,정상회원,수지구-상현동,여,43,미신청,.,normal
1044946560,정상회원,분당구-정자동,여,52,미신청,.,normal
1044965120,정상회원,기타-기타,여,43,미신청,.,normal
1045137728,정상회원,수지구-풍덕천동,여,48,미신청,.,normal
1045172992,정상회원,수지구-상현동,남,39,미신청,.,normal
1045185984,정상회원,기타-기타,여,39,미신청,.,normal
1045401280,탈퇴,수지구-신봉동,여,57,미신청,.,normal
1045820736,정상회원,수지구-동천동,여,36,미신청,.,normal
1045945088,정상회원,수지구-동천동,여,44,미신청,.,normal
1046088000,정상회원,수지구-동천동,여,74,미신청,.,normal
1046097280,정상회원,수지구-신봉동,여,39,미신청,.,normal
1046156672,정상회원,수지구-동천동,여,40,미신청,.,normal
1046214208,정상회원,수지구-성복동,여,42,미신청,.,normal
1046219776,정상회원,분당구-수내동,여,35,미신청,.,normal
104663552,정상회원,수지구-상현동,여,60,미신청,.,normal
1046735744,정상회원,수지구-상현동,여,62,미신청,.,normal
1046748736,탈퇴,수지구-풍덕천동,여,48,미신청,.,normal
1046763584,정상회원,분당구-수내동,여,45,미신청,.,normal
104678400,정상회원,수지구-풍덕천동,여,57,미신청,.,normal
104683968,정상회원,수지구-풍덕천동,여,72,미신청,.,VIP
1046871232,정상회원,기타-기타,남,42,미신청,.,normal
1047168192,정상회원,수지구-성복동,여,64,신청,.,normal
1047184896,정상회원,수지구-풍덕천동,여,40,미신청,.,normal
1047253568,정상회원,분당구-수내동,여,52,미신청,.,normal
1047255424,정상회원,기타-기타,여,44,미신청,.,normal
1047351936,정상회원,수지구-성복동,여,43,미신청,.,normal
104735936,정상회원,수지구-신봉동,여,70,신청,.,normal
1047426176,정상회원,수지구-풍덕천동,여,39,미신청,.,normal
1047496704,정상회원,수지구-신봉동,남,69,미신청,.,normal
104754496,정상회원,수지구-동천동,여,56,신청,.,normal
1047680448,정상회원,수지구-상현동,여,35,미신청,.,normal
1047977408,정상회원,기흥구-마북동,여,54,미신청,.,normal
104800896,정상회원,수지구-상현동,여,67,미신청,.,normal
1048112896,정상회원,수지구-풍덕천동,여,39,미신청,.,normal
1048124032,정상회원,수원 영통구-기타,여,40,미신청,.,normal
1048164864,정상회원,수지구-풍덕천동,여,72,미신청,.,normal
1048363456,정상회원,수지구-동천동,여,36,미신청,.,normal
104871424,정상회원,기흥구-마북동,여,64,미신청,.,normal
1048925824,정상회원,수지구-신봉동,여,42,미신청,.,normal
1049232064,정상회원,수지구-풍덕천동,여,49,미신청,.,normal
1049465920,정상회원,수지구-풍덕천동,여,44,미신청,.,normal
1049686784,정상회원,수지구-풍덕천동,여,40,미신청,수신,normal
1049727616,정상회원,수지구-풍덕천동,남,39,미신청,.,normal
1049946624,정상회원,수지구-동천동,여,47,신청,.,normal
1050169344,정상회원,수지구-동천동,여,68,미신청,.,normal
1050212032,정상회원,수지구-동천동,여,75,미신청,.,normal
1050228736,정상회원,수지구-풍덕천동,여,43,미신청,.,normal
1050286272,정상회원,기타-기타,여,53,미신청,.,normal
1050419904,정상회원,수지구-풍덕천동,여,36,미신청,.,normal
1050496000,정상회원,수지구-죽전동,여,49,미신청,.,normal
105060736,탈퇴,수지구-신봉동,여,57,미신청,.,normal
1050668608,정상회원,수지구-신봉동,여,40,미신청,.,normal
1050711296,정상회원,기흥구-청덕동,여,34,미신청,.,normal
105071872,정상회원,분당구-수내동,여,78,미신청,.,normal
1050737280,정상회원,수지구-풍덕천동,여,51,미신청,.,normal
1050750272,정상회원,수지구-풍덕천동,여,39,미신청,.,normal
1051099200,정상회원,분당구-수내동,여,50,미신청,수신,normal
1051138176,정상회원,기타-기타,여,33,미신청,.,normal
1051308928,정상회원,기흥구-보정동,여,41,미신청,.,normal
1051694976,정상회원,수지구-신봉동,여,69,미신청,.,normal
1051836032,정상회원,수지구-상현동,여,69,미신청,.,normal
1051939968,정상회원,수지구-상현동,여,46,미신청,수신,VIP
1052012352,정상회원,수지구-풍덕천동,여,40,미신청,.,normal
1052060608,정상회원,수지구-풍덕천동,여,48,미신청,.,normal
1052064320,정상회원,수지구-풍덕천동,여,86,미신청,.,normal
1052101440,정상회원,수지구-죽전동,여,46,신청,.,normal
1052526464,정상회원,분당구-구미동,남,39,미신청,.,normal
1052641536,정상회원,서울 송파구-기타,여,34,미신청,.,normal
1052858688,정상회원,수지구-동천동,여,31,미신청,.,normal
1053400640,정상회원,수지구-신봉동,여,32,미신청,.,normal
1053473024,정상회원,수지구-동천동,여,43,미신청,.,normal
1053499008,정상회원,수지구-성복동,여,44,미신청,.,normal
1053627072,정상회원,기타-기타,남,46,미신청,.,normal
1053834944,정상회원,서울 송파구-기타,여,44,미신청,.,normal
1054029824,정상회원,수지구-동천동,여,43,미신청,.,normal
1054053952,정상회원,수지구-동천동,여,60,미신청,.,normal
1054163456,정상회원,수지구-죽전동,여,38,미신청,.,normal
1054293376,정상회원,수지구-성복동,여,58,미신청,.,normal
1054317504,정상회원,수지구-풍덕천동,여,43,미신청,.,normal
1054410304,정상회원,수지구-신봉동,여,39,미신청,.,normal
1054595904,정상회원,기타-기타,여,37,미신청,.,normal
1054803776,정상회원,수지구-풍덕천동,여,53,미신청,수신,normal
1054805632,정상회원,수지구-풍덕천동,여,50,미신청,.,normal
1054961536,정상회원,수지구-풍덕천동,남,50,미신청,.,normal
1055243648,정상회원,수지구-상현동,여,44,미신청,.,normal
1055312320,정상회원,기타-기타,남,28,미신청,.,normal
1055588864,정상회원,수지구-동천동,여,60,미신청,.,normal
1055971200,정상회원,수지구-풍덕천동,여,44,미신청,수신,normal
1055976768,정상회원,수지구-동천동,여,75,미신청,.,normal
1056167936,정상회원,수지구-신봉동,여,38,미신청,수신,normal
1056193920,정상회원,수지구-성복동,여,34,미신청,.,normal
1056297856,정상회원,수지구-풍덕천동,여,61,미신청,.,normal
1056303424,정상회원,수지구-동천동,여,56,신청,.,normal
1056314560,정상회원,수지구-풍덕천동,여,69,미신청,.,normal
1056318272,정상회원,수지구-풍덕천동,여,49,미신청,.,normal
105634240,정상회원,수지구-풍덕천동,여,59,미신청,.,normal
1056394368,정상회원,수지구-풍덕천동,여,39,미신청,수신,normal
1056489024,정상회원,기흥구-보정동,여,41,미신청,.,normal
1056596672,정상회원,수지구-동천동,여,36,미신청,.,normal
1056819392,정상회원,기타-기타,여,62,미신청,.,normal
1056847232,정상회원,수지구-풍덕천동,남,38,미신청,.,normal
1057253696,탈퇴,수지구-풍덕천동,여,56,미신청,.,normal
1057430016,정상회원,수지구-죽전동,여,81,미신청,.,normal
1057454144,정상회원,수지구-풍덕천동,여,53,미신청,.,normal
1057554368,정상회원,수지구-신봉동,여,48,신청,.,normal
105756736,정상회원,수지구-풍덕천동,여,68,신청,.,normal
1057615616,정상회원,수지구-풍덕천동,여,69,미신청,.,normal
1057619328,정상회원,수지구-상현동,여,73,미신청,.,normal
1057712128,정상회원,수지구-상현동,여,38,미신청,.,normal
1057814208,정상회원,수지구-상현동,여,51,미신청,.,normal
1057838336,정상회원,수지구-풍덕천동,여,45,미신청,수신,normal
1058061056,정상회원,분당구-수내동,여,37,미신청,.,normal
1058291200,정상회원,기타-기타,여,40,신청,.,normal
1058311616,정상회원,수지구-상현동,여,61,미신청,.,normal
1058319040,정상회원,수지구-풍덕천동,여,83,미신청,.,normal
1058345024,정상회원,수지구-상현동,여,37,미신청,.,normal
1058411840,정상회원,수지구-풍덕천동,여,34,미신청,.,normal
1058582592,정상회원,수지구-성복동,여,41,미신청,.,normal
1058584448,정상회원,수지구-풍덕천동,여,48,미신청,.,normal
1058985344,정상회원,수지구-상현동,여,40,미신청,.,normal
1059365824,정상회원,수지구-성복동,여,58,미신청,.,normal
1059376960,정상회원,수지구-풍덕천동,여,61,미신청,.,normal
1059538432,정상회원,수지구-상현동,여,36,미신청,.,normal
1059544000,정상회원,수지구-동천동,여,50,미신청,수신,VIP
1059790848,정상회원,수지구-풍덕천동,여,42,미신청,.,normal
1059900352,정상회원,수지구-풍덕천동,여,52,미신청,.,normal
1060098944,정상회원,서울 강남구-기타,여,37,미신청,.,normal
1060110080,정상회원,기타-기타,남,48,미신청,.,normal
1060381056,정상회원,기타-기타,여,41,미신청,.,normal
1060499840,정상회원,수지구-풍덕천동,여,47,미신청,.,normal
1060692864,정상회원,처인구-삼가동,여,58,미신청,.,normal
1060874752,정상회원,수원 영통구-기타,여,45,미신청,수신,normal
1060880320,정상회원,수지구-풍덕천동,여,36,미신청,.,normal
1061238528,정상회원,수지구-동천동,여,60,미신청,.,normal
1061331328,정상회원,수지구-상현동,여,43,미신청,.,normal
1061342464,정상회원,수지구-신봉동,여,40,신청,.,normal
1061400000,정상회원,수지구-상현동,여,44,미신청,.,normal
1061643136,정상회원,수지구-상현동,여,48,미신청,.,normal
1061741504,정상회원,수지구-풍덕천동,여,52,미신청,.,normal
106174336,정상회원,수지구-풍덕천동,남,70,신청,.,normal
1061958656,정상회원,수지구-상현동,여,40,미신청,.,normal
1062120128,정상회원,수원 영통구-기타,여,41,미신청,.,normal
106220736,정상회원,기타-기타,여,52,미신청,.,normal
1062521024,정상회원,수지구-성복동,여,38,미신청,.,normal
106256000,정상회원,기타-기타,여,57,신청,.,normal
1062719616,정상회원,기타-기타,여,37,미신청,수신,normal
1062873664,정상회원,수지구-풍덕천동,여,53,미신청,수신,normal
1062910784,정상회원,수지구-성복동,여,63,미신청,.,normal
1062925632,정상회원,수지구-풍덕천동,여,45,미신청,.,normal
1063077824,정상회원,수지구-성복동,여,36,미신청,.,normal
1063120512,정상회원,수지구-풍덕천동,여,52,미신청,.,normal
1063224448,정상회원,수지구-상현동,여,34,미신청,.,normal
1063259712,정상회원,수지구-동천동,여,35,미신청,.,normal
1063447168,정상회원,수지구-죽전동,여,40,미신청,수신,normal
1063499136,정상회원,분당구-백현동,여,34,미신청,수신,normal
1063512128,정상회원,수지구-성복동,여,50,신청,.,normal
1063656896,정상회원,수지구-풍덕천동,여,36,미신청,.,normal
1064106048,정상회원,수지구-풍덕천동,여,66,미신청,.,normal
1064364032,정상회원,기타-기타,여,51,미신청,.,normal
106437888,정상회원,분당구-수내동,여,53,미신청,.,normal
1064518080,정상회원,수지구-풍덕천동,여,49,미신청,수신,normal
1064549632,정상회원,수지구-풍덕천동,여,49,미신청,.,normal
1064785344,정상회원,기타-기타,여,44,미신청,.,normal
1064867008,정상회원,수지구-죽전동,여,40,미신청,.,normal
1065147264,정상회원,수지구-동천동,여,54,미신청,.,normal
1065314304,정상회원,분당구-중동,남,51,미신청,.,normal
